email_ratio,file_ratio,http_ratio,device_ratio,logon_ratio,feature_completeness,unique_event_types,mean_feature_0,mean_feature_1,mean_feature_2,mean_feature_3,mean_feature_4,mean_feature_5,mean_feature_6,mean_feature_7,mean_feature_8,mean_feature_9,mean_feature_10,mean_feature_11,mean_feature_12,mean_feature_13,mean_feature_14,mean_feature_15,mean_feature_16,mean_feature_17,mean_feature_18,mean_feature_19,mean_feature_20,mean_feature_21,mean_feature_22,mean_feature_23,mean_feature_24,mean_feature_25,mean_feature_26,mean_feature_27,mean_feature_28,mean_feature_29,mean_feature_30,mean_feature_31,mean_feature_32,mean_feature_33,mean_feature_34,mean_feature_35,mean_feature_36,mean_feature_37,mean_feature_38,mean_feature_39,mean_feature_40,mean_feature_41,mean_feature_42,mean_feature_43,mean_feature_44,mean_feature_45,mean_feature_46,mean_feature_47,mean_feature_48,mean_feature_49,mean_feature_50,mean_feature_51,mean_feature_52,mean_feature_53,mean_feature_54,mean_feature_55,mean_feature_56,mean_feature_57,mean_feature_58,mean_feature_59,mean_feature_60,mean_feature_61,mean_feature_62,mean_feature_63,user,week,session_id,mode,n_events,duration_minutes,malicious_ratio
0.0,0.0,0.8,0.0,0.2,0.65625,2,0.2,0.0,0.0,0.0,0.8,0.6833333,0.4285714,1.0,0.0,-0.90598553,-0.40352765,0.43388373,-0.90096885,0.5,0.8660253,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,8.4,8.0,2.2,7.2,6.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031659998,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,14,session,5,118.21666666666667,1.0
0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6458333333333334,2,0.33333334,0.0,0.0,0.0,0.6666667,0.34722224,0.5714286,1.0,0.0,0.8130525,-0.5690356,-0.43388376,-0.90096885,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,8.4,8.0,2.2,7.1999993,6.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,15,session,3,15.083333333333334,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.41666666,0.5714286,1.0,0.0,0.5,-0.8660254,-0.43388373,-0.90096885,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,8.4,8.0,2.2,7.2,6.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,16,session,1,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.5,0.5714286,1.0,0.0,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,8.4,8.0,2.2,7.2,6.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,17,session,1,0.0,1.0
0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,0.671875,3,0.0,0.22222222,0.0,0.44444445,0.33333334,0.55092597,0.5714286,1.0,0.0,-0.31241482,-0.9437257,-0.4338837,-0.90096885,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.40000004,0.0,0.0,1.0,0.0,8.400001,8.0,2.2,7.2000003,6.5999994,0.0,0.0,0.59999996,0.8000001,0.0,0.0,0.22222222,0.0,0.0,0.0,0.06666667,0.0,0.095661156,0.06666667,0.0018444444,0.0,0.0,0.0119555555,0.017222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,18,session,9,75.0,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.625,0.5714286,1.0,0.0,-0.70710677,-0.70710677,-0.43388373,-0.90096885,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.0,8.4,8.0,2.2,7.2,6.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,19,session,1,0.0,1.0
0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.6875,5,0.14285715,0.2857143,0.14285715,0.14285715,0.2857143,0.7083334,0.5714286,1.0,0.0,-0.96592575,-0.25881907,-0.4338837,-0.9009689,0.5,0.8660254,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.40000004,0.0,0.0,1.0,0.0,8.400001,8.0,2.2,7.2000003,6.5999994,0.0,0.0,0.59999996,0.8000001,0.0,0.014285714,0.2857143,0.0,0.0,0.0,0.14953831,0.0058285715,0.04485405,0.042857144,0.00074285717,0.028571429,0.0,0.0103857145,0.013714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSF0133,0,20,session,7,56.78333333333333,1.0
0.07894736842105263,0.03508771929824561,0.8333333333333334,0.03508771929824561,0.017543859649122806,0.6790021929824561,5,0.01754386,0.03508772,0.078947365,0.03508772,0.8333333,0.46710527,0.0,0.85087717,0.0,0.16245642,-0.71516454,0.0,1.0,0.5,0.86602587,0.2872807,0.0,0.8000005,0.0,0.0,0.0,1.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.400007,7.2000074,3.6000037,6.0,5.5999985,0.33333334,0.0,0.40000024,0.8000005,0.0,0.009210527,0.03508772,0.04385965,0.007894737,0.0,0.045989346,0.0027017544,0.01278065,0.0070175445,0.044047367,0.022807019,0.0,0.028977195,0.041245617,0.00877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,0,session,114,609.0,1.0
0.0,0.05263157894736842,0.8596491228070176,0.07017543859649122,0.017543859649122806,0.6732456140350878,4,0.01754386,0.07017544,0.0,0.05263158,0.8596491,0.3033626,0.1428571,0.28070176,0.0,0.9378832,-0.32651892,0.78183115,0.6234895,0.5,0.86602503,0.42982456,0.0,0.7999996,0.0,0.0,0.0,1.0,0.0,0.3999998,0.0,0.0,0.0,0.0,7.399996,7.200003,3.6000016,6.0,5.600003,0.3333333,0.0,0.3999998,0.7999996,0.0,0.0,0.07017544,0.0,0.0,0.0,0.021052632,0.0,0.013243727,0.012280703,0.00026140353,0.0,0.0,0.028870175,0.042000007,0.01754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,1,session,57,82.51666666666667,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.41865072,0.14285713,1.0,0.0,0.48851517,-0.8707824,0.7818316,0.6234897,0.5,0.86602527,0.25,0.0,0.8000001,0.0,0.0,0.0,1.0,0.0,0.40000004,0.0,0.0,0.0,0.0,7.3999996,7.1999984,3.5999992,6.0,5.599999,0.33333337,0.0,0.40000004,0.8000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035461906,0.050809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,2,session,21,62.65,1.0
0.0,0.0,0.0,0.0,1.0,0.59375,1,1.0,0.0,0.0,0.0,0.0,0.5,0.14285715,1.0,0.0,1.2246469e-16,-1.0,0.7818315,0.6234898,0.5,0.8660254,0.25,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,7.4,7.2,3.6,6.0,5.6,0.33333334,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,3,session,1,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.5416667,0.14285715,1.0,0.0,-0.25881904,-0.9659258,0.7818315,0.6234898,0.5,0.8660254,0.25,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,7.4,7.2,3.6,6.0,5.6,0.33333334,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,4,session,1,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.671875,1,0.0,0.0,0.0,0.0,1.0,0.5833333,0.14285715,1.0,0.0,-0.5,-0.8660254,0.7818315,0.6234898,0.5,0.8660254,0.25,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,7.4,7.2,3.6,6.0,5.6,0.33333334,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041275002,0.058250003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,5,session,4,1.1333333333333333,1.0
0.3,0.0,0.6666666666666666,0.0,0.03333333333333333,0.6973958333333333,3,0.033333335,0.0,0.3,0.0,0.6666667,0.677778,0.14285712,1.0,0.0,-0.89266527,-0.43568498,0.7818317,0.62348956,0.5,0.8660255,0.25,0.0,0.79999983,0.0,0.0,0.0,1.0,0.0,0.39999992,0.0,0.0,0.0,0.0,7.399998,7.199998,3.599999,6.0,5.6000004,0.3333333,0.0,0.39999992,0.79999983,0.0,0.033333335,0.0,0.26666668,0.03666667,0.0,0.1352776,0.01006,0.013733333,0.0,0.2,0.09333334,0.0,0.023,0.03313333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,6,session,30,75.31666666666666,1.0
0.07563025210084033,0.04201680672268908,0.7983193277310925,0.05042016806722689,0.03361344537815126,0.6781775210084033,5,0.033613447,0.05042017,0.075630255,0.042016808,0.79831934,0.4821429,0.28571454,0.85714287,0.0,0.082086444,-0.7103524,0.9749293,-0.22252084,0.5,0.866026,0.2857143,0.0,0.8000006,0.0,0.0,0.0,1.0,0.0,0.4000003,0.0,0.0,0.0,0.0,7.4000077,7.2000074,3.6000037,6.0,5.5999975,0.33333328,0.0,0.4000003,0.8000006,0.0,0.005462185,0.05042017,0.008403362,0.0025210085,0.0,0.04835665,0.0024092437,0.014214467,0.009243699,0.00020756303,0.02016807,0.0,0.027756296,0.03909243,0.008403362,0.0,0.008403362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,7,session,119,608.0,1.0
0.125,0.0,0.8611111111111112,0.0,0.013888888888888888,0.6825086805555556,3,0.013888889,0.0,0.125,0.0,0.8611111,0.30613446,0.42857158,0.33333334,0.0,0.9304183,-0.34208912,0.4338837,-0.9009695,0.5,0.8660248,0.41666666,0.0,0.7999995,0.0,0.0,0.0,1.0,0.0,0.39999974,0.0,0.0,0.0,0.0,7.3999963,7.2000046,3.6000023,6.0,5.6000037,0.33333343,0.0,0.39999974,0.7999995,0.0,0.0131944455,0.0,0.11111111,0.015277778,0.0,0.05524089,0.0039680554,0.0056388886,0.0,0.083333336,0.036111113,0.0,0.029893061,0.04215278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,8,session,72,155.18333333333334,1.0
0.0,0.0,0.9,0.0,0.1,0.6640625,2,0.1,0.0,0.0,0.0,0.9,0.5416666,0.4285714,1.0,0.0,-0.25881907,-0.9659258,0.43388373,-0.90096885,0.5,0.8660253,0.25,0.0,0.8000001,0.0,0.0,0.0,1.0,0.0,0.40000004,0.0,0.0,0.0,0.0,7.4000006,7.2,3.6,6.0,5.5999994,0.3333333,0.0,0.40000004,0.8000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03381,0.0493,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,9,session,10,19.9,1.0
0.0,0.0,0.96,0.0,0.04,0.66875,2,0.04,0.0,0.0,0.0,0.96,0.6316668,0.42857143,1.0,0.0,-0.7186077,-0.66104156,0.4338837,-0.90096873,0.5,0.8660254,0.25,0.0,0.79999995,0.0,0.0,0.0,1.0,0.0,0.39999998,0.0,0.0,0.0,0.0,7.3999987,7.1999984,3.5999992,6.0,5.5999994,0.33333337,0.0,0.39999998,0.79999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033768,0.04784,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,10,session,25,158.33333333333334,1.0
0.0,0.0392156862745098,0.9019607843137255,0.0392156862745098,0.0196078431372549,0.6715686274509803,4,0.019607844,0.039215688,0.0,0.039215688,0.9019608,0.3366013,0.5714284,0.74509805,0.0,0.8385177,-0.5075583,-0.4338837,-0.9009692,0.5,0.86602515,0.3137255,0.0,0.7999996,0.0,0.0,0.0,1.0,0.0,0.3999998,0.0,0.0,0.0,0.0,7.3999963,7.200002,3.600001,6.0,5.6000023,0.33333322,0.0,0.3999998,0.7999996,0.0,0.0,0.039215688,0.0,0.0,0.0,0.011764706,0.0,0.0101870885,0.007843138,0.00021960784,0.0,0.0,0.03202745,0.045666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,11,session,51,161.38333333333333,1.0
0.14285714285714285,0.015873015873015872,0.7777777777777778,0.031746031746031744,0.031746031746031744,0.6842757936507936,5,0.031746034,0.031746034,0.14285715,0.015873017,0.7777778,0.5793651,0.5714286,1.0,0.0,-0.42887223,-0.7931328,-0.4338837,-0.90096945,0.5,0.8660249,0.25,0.0,0.79999954,0.0,0.0,0.0,1.0,0.0,0.39999977,0.0,0.0,0.0,0.0,7.399996,7.200004,3.600002,6.0,5.6000032,0.33333337,0.0,0.39999977,0.79999954,0.0,0.014285715,0.031746034,0.04761905,0.007936508,0.0,0.07354182,0.005261905,0.011477735,0.03650793,0.015963491,0.041269846,0.0,0.028026985,0.03939682,0.015873017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JJM0203,0,12,session,63,302.1666666666667,1.0
0.08108108108108109,0.0,0.8558558558558559,0.036036036036036036,0.02702702702702703,0.6796171171171171,4,0.027027028,0.036036037,0.08108108,0.0,0.8558559,0.6081081,0.0,0.6666667,0.0,-0.3180742,-0.40279046,0.0,1.0,0.5,0.86602587,0.33333334,0.0,0.2000001,1.0,0.0,0.0,0.0,0.0,0.4000002,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.4000063,7.2000074,0.0,0.0,0.2000001,0.2000001,0.0,0.009009009,0.036036037,0.027027028,0.0036036037,0.0,0.046783596,0.0030810812,0.004306306,0.0036036037,0.009009009,0.019819822,0.0,0.03079099,0.042747747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,0,session,111,746.0,1.0
0.07964601769911504,0.035398230088495575,0.8407079646017699,0.017699115044247787,0.02654867256637168,0.6772676991150443,5,0.026548672,0.017699115,0.07964602,0.03539823,0.84070796,0.6135691,0.14285731,0.7522124,0.0,-0.3756599,-0.452927,0.7818305,0.62348944,0.5,0.86602587,0.3119469,0.0,0.20000012,1.0,0.0,0.0,0.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.400007,7.2000074,0.0,0.0,0.20000012,0.20000012,0.0,0.009292036,0.017699115,0.044247787,0.007964602,0.0,0.04115657,0.0027752214,0.013355093,0.0053097345,0.026751328,0.024778765,0.0,0.029558407,0.041663717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,1,session,113,708.0,1.0
