email_ratio,file_ratio,http_ratio,device_ratio,logon_ratio,feature_completeness,unique_event_types,mean_feature_0,mean_feature_1,mean_feature_2,mean_feature_3,mean_feature_4,mean_feature_5,mean_feature_6,mean_feature_7,mean_feature_8,mean_feature_9,mean_feature_10,mean_feature_11,mean_feature_12,mean_feature_13,mean_feature_14,mean_feature_15,mean_feature_16,mean_feature_17,mean_feature_18,mean_feature_19,mean_feature_20,mean_feature_21,mean_feature_22,mean_feature_23,mean_feature_24,mean_feature_25,mean_feature_26,mean_feature_27,mean_feature_28,mean_feature_29,mean_feature_30,mean_feature_31,mean_feature_32,mean_feature_33,mean_feature_34,mean_feature_35,mean_feature_36,mean_feature_37,mean_feature_38,mean_feature_39,mean_feature_40,mean_feature_41,mean_feature_42,mean_feature_43,mean_feature_44,mean_feature_45,mean_feature_46,mean_feature_47,mean_feature_48,mean_feature_49,mean_feature_50,mean_feature_51,mean_feature_52,mean_feature_53,mean_feature_54,mean_feature_55,mean_feature_56,mean_feature_57,mean_feature_58,mean_feature_59,mean_feature_60,mean_feature_61,mean_feature_62,mean_feature_63,user,week,day,mode,n_events,malicious_ratio
0.08108108108108109,0.0,0.8558558558558559,0.036036036036036036,0.02702702702702703,0.6796171171171171,4,0.027027028,0.036036037,0.08108108,0.0,0.8558559,0.6081081,0.0,0.6666667,0.0,-0.3180742,-0.40279046,0.0,1.0,0.5,0.86602587,0.33333334,0.0,0.2000001,1.0,0.0,0.0,0.0,0.0,0.4000002,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.4000063,7.2000074,0.0,0.0,0.2000001,0.2000001,0.0,0.009009009,0.036036037,0.027027028,0.0036036037,0.0,0.046783596,0.0030810812,0.004306306,0.0036036037,0.009009009,0.019819822,0.0,0.03079099,0.042747747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,2010-01-04,day,111,1.0
0.07964601769911504,0.035398230088495575,0.8407079646017699,0.017699115044247787,0.02654867256637168,0.6772676991150443,5,0.026548672,0.017699115,0.07964602,0.03539823,0.84070796,0.6135691,0.14285731,0.7522124,0.0,-0.3756599,-0.452927,0.7818305,0.62348944,0.5,0.86602587,0.3119469,0.0,0.20000012,1.0,0.0,0.0,0.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.400007,7.2000074,0.0,0.0,0.20000012,0.20000012,0.0,0.009292036,0.017699115,0.044247787,0.007964602,0.0,0.04115657,0.0027752214,0.013355093,0.0053097345,0.026751328,0.024778765,0.0,0.029558407,0.041663717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,2010-01-05,day,113,1.0
0.08035714285714286,0.0,0.8482142857142857,0.03571428571428571,0.03571428571428571,0.6788504464285714,4,0.035714287,0.035714287,0.08035714,0.0,0.84821427,0.6287206,0.28571463,0.70535713,0.0,-0.4727378,-0.43811145,0.9749293,-0.22252084,0.5,0.86602587,0.3236607,0.0,0.20000012,1.0,0.0,0.0,0.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.4000063,7.2000074,0.0,0.0,0.20000012,0.20000012,0.0,0.0058035715,0.035714287,0.04464286,0.004464286,0.0,0.046643734,0.0027785716,0.0040446427,0.0035714286,0.035714287,0.01607143,0.0,0.030320536,0.04285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,2010-01-06,day,112,1.0
0.07894736842105263,0.008771929824561403,0.8333333333333334,0.05263157894736842,0.02631578947368421,0.6802357456140351,5,0.02631579,0.05263158,0.078947365,0.00877193,0.8333333,0.6622809,0.42857096,0.49122807,0.0,-0.52242047,-0.230126,0.4338837,-0.90096986,0.5,0.86602587,0.37719297,0.0,0.20000012,1.0,0.0,0.0,0.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.400007,7.2000074,0.0,0.0,0.20000012,0.20000012,0.0,0.009649123,0.05263158,0.02631579,0.002631579,0.0,0.050419226,0.0027938595,0.0060150335,0.02368421,0.02635263,0.015789475,0.0,0.028849998,0.04064912,0.00877193,0.0,0.01754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,2010-01-07,day,114,1.0
0.07894736842105263,0.02631578947368421,0.8333333333333334,0.03508771929824561,0.02631578947368421,0.6785910087719298,5,0.02631579,0.03508772,0.078947365,0.02631579,0.8333333,0.6165936,0.5714292,0.6754386,0.0,-0.42483634,-0.44916552,-0.4338837,-0.90096986,0.5,0.86602587,0.33114034,0.0,0.20000012,1.0,0.0,0.0,0.0,0.0,0.40000024,0.0,0.0,0.0,0.0,7.2000074,2.0,7.799992,7.400007,7.2000074,0.0,0.0,0.20000012,0.20000012,0.0,0.0061403518,0.03508772,0.04385965,0.0061403513,0.0,0.046439208,0.003141228,0.010975888,0.0061403513,0.043978952,0.01754386,0.0,0.02923947,0.040894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RHL0992,0,2010-01-08,day,114,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.47756407,0.0,0.84615386,0.0,0.101895794,-0.681683,0.0,1.0,0.5,0.86602527,0.28846154,0.0,0.80000013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1999993,8.800001,4.5999994,8.800001,5.0,0.0,0.0,0.59999996,1.0,0.0,0.0076923077,0.0,0.0,0.0,0.0,0.03444807,0.0026384615,0.0033846153,0.0,0.0,0.015384615,0.0,0.027430769,0.038846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR0955,0,2010-01-04,day,13,1.0
0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.6588541666666666,2,0.16666667,0.0,0.0,0.0,0.8333333,0.4722222,0.14285716,0.75,0.0,0.10891724,-0.5996378,0.78183156,0.6234898,0.5,0.86602527,0.3125,0.0,0.80000013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1999993,8.800001,4.5999994,8.800001,5.0,0.0,0.0,0.59999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027833333,0.037916668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR0955,0,2010-01-05,day,12,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.46153846,0.28571433,0.7692308,0.0,0.17990457,-0.6681942,0.9749279,-0.2225209,0.5,0.86602527,0.30769232,0.0,0.80000013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1999993,8.800001,4.5999994,8.800001,5.0,0.0,0.0,0.59999996,1.0,0.0,0.015384615,0.0,0.07692308,0.0076923077,0.0,0.03222728,0.0017384615,0.0025384615,0.0,0.0,0.03076923,0.0,0.027976926,0.04023077,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR0955,0,2010-01-06,day,13,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.46474358,0.42857137,0.9230769,0.0,0.17938086,-0.70132107,0.4338837,-0.9009688,0.5,0.86602527,0.26923078,0.0,0.80000013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1999993,8.800001,4.5999994,8.800001,5.0,0.0,0.0,0.59999996,1.0,0.0,0.0038461538,0.0,0.0,0.0,0.0,0.03612676,0.0017,0.0023076923,0.0,0.0,0.015384615,0.0,0.027707692,0.04023077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR0955,0,2010-01-07,day,13,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.49679485,0.57142866,0.6923077,0.0,-0.03739569,-0.5853744,-0.4338837,-0.9009688,0.5,0.86602527,0.32692307,0.0,0.80000013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1999993,8.800001,4.5999994,8.800001,5.0,0.0,0.0,0.59999996,1.0,0.0,0.0038461538,0.0,0.07692308,0.0076923077,0.0,0.03406619,0.0032692307,0.0041538463,0.0,0.07692308,0.015384615,0.0,0.029492307,0.040769227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR0955,0,2010-01-08,day,13,1.0
0.08823529411764706,0.0,0.8529411764705882,0.0,0.058823529411764705,0.6755514705882353,3,0.05882353,0.0,0.0882353,0.0,0.85294116,0.60784316,0.0,0.7058824,0.0,-0.32287037,-0.4591031,0.0,1.0,0.5,0.8660255,0.32352942,0.0,0.6000002,0.0,0.0,1.0,0.0,0.0,0.7999997,0.0,1.0,0.0,0.0,2.0,4.4,9.600003,4.0,6.6000023,0.0,0.0,0.6000002,0.7999997,0.0,0.011764706,0.0,0.029411765,0.005882353,0.0,0.03785902,0.003217647,0.004352941,0.0,0.029411765,0.01764706,0.0,0.030452942,0.043176476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CQW0652,0,2010-01-04,day,34,1.0
0.075,0.1,0.725,0.05,0.05,0.675,5,0.05,0.05,0.075,0.1,0.725,0.57083344,0.1428571,0.85,0.0,-0.24875171,-0.61150736,0.7818317,0.6234895,0.5,0.86602545,0.2875,0.0,0.60000026,0.0,0.0,1.0,0.0,0.0,0.79999965,0.0,1.0,0.0,0.0,2.0,4.399999,9.600004,4.0,6.6000023,0.0,0.0,0.60000026,0.79999965,0.0,0.01,0.05,0.0,0.0,0.0,0.049653746,0.003085,0.03008221,0.015000001,0.00052999996,0.015000001,0.0,0.024007497,0.033675004,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CQW0652,0,2010-01-05,day,40,1.0
0.08823529411764706,0.0,0.8529411764705882,0.0,0.058823529411764705,0.6755514705882353,3,0.05882353,0.0,0.0882353,0.0,0.85294116,0.552696,0.28571424,0.85294116,0.0,-0.18059295,-0.6588576,0.974928,-0.22252086,0.5,0.8660255,0.2867647,0.0,0.6000002,0.0,0.0,1.0,0.0,0.0,0.7999997,0.0,1.0,0.0,0.0,2.0,4.4,9.600003,4.0,6.6000023,0.0,0.0,0.6000002,0.7999997,0.0,0.011764706,0.0,0.05882353,0.00882353,0.0,0.040061735,0.003429412,0.004705882,0.029411765,0.05882353,0.023529412,0.0,0.03060588,0.04364706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CQW0652,0,2010-01-06,day,34,1.0
0.08823529411764706,0.0,0.8529411764705882,0.0,0.058823529411764705,0.6755514705882353,3,0.05882353,0.0,0.0882353,0.0,0.85294116,0.58578444,0.4285715,0.7058824,0.0,-0.20995104,-0.4321108,0.4338837,-0.9009687,0.5,0.8660255,0.32352942,0.0,0.6000002,0.0,0.0,1.0,0.0,0.0,0.7999997,0.0,1.0,0.0,0.0,2.0,4.4,9.600003,4.0,6.6000023,0.0,0.0,0.6000002,0.7999997,0.0,0.005882353,0.0,0.0,0.0,0.0,0.039820593,0.0026882351,0.004176471,0.0,0.0,0.01764706,0.0,0.03159412,0.043558825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CQW0652,0,2010-01-07,day,34,1.0
0.07894736842105263,0.0,0.7631578947368421,0.10526315789473684,0.05263157894736842,0.6817434210526315,4,0.05263158,0.10526316,0.078947365,0.0,0.7631579,0.5953946,0.5714285,0.7105263,0.0,-0.30289388,-0.50969267,-0.43388373,-0.90096873,0.5,0.8660255,0.3223684,0.0,0.6000002,0.0,0.0,1.0,0.0,0.0,0.7999997,0.0,1.0,0.0,0.0,2.0,4.3999996,9.600003,4.0,6.6000023,0.0,0.0,0.6000002,0.7999997,0.0,0.009210527,0.10526316,0.0,0.0,0.0,0.06751738,0.0021473684,0.0030789475,0.010526316,0.0,0.015789473,0.0,0.026528945,0.03726316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CQW0652,0,2010-01-08,day,38,1.0
0.08379888268156424,0.0,0.9050279329608939,0.0,0.0111731843575419,0.6788582402234636,3,0.011173184,0.0,0.083798885,0.0,0.9050279,0.48230943,0.0,0.9497207,0.0,0.08059221,-0.81002724,0.0,1.0,0.5,0.8660266,0.26256984,0.0,0.599999,0.0,0.0,1.0,0.0,0.0,0.80000144,0.0,1.0,0.0,0.0,9.0,6.2000046,3.7999933,4.2000074,6.2000046,0.0,0.0,0.599999,0.80000144,0.0,0.008938547,0.0,0.061452515,0.008938548,0.0,0.03727948,0.0031642457,0.004418994,0.005586592,0.05586592,0.022346372,0.0,0.031957533,0.04497206,0.039106146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BDV0168,0,2010-01-04,day,179,1.0
0.07344632768361582,0.0,0.9152542372881356,0.0,0.011299435028248588,0.677877824858757,3,0.011299435,0.0,0.073446326,0.0,0.91525424,0.4844634,0.14285704,0.9548023,0.0,0.061669797,-0.78771853,0.78183025,0.62348944,0.5,0.8660265,0.26129943,0.0,0.599999,0.0,0.0,1.0,0.0,0.0,0.80000144,0.0,1.0,0.0,0.0,9.0,6.200005,3.7999933,4.2000074,6.200005,0.0,0.0,0.599999,0.80000144,0.0,0.005649718,0.0,0.06779661,0.008474577,0.0,0.032751016,0.0027796607,0.003903955,0.0056497175,0.06779661,0.018079098,0.0,0.03287457,0.046033904,0.0056497175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BDV0168,0,2010-01-05,day,177,1.0
0.08379888268156424,0.0,0.9050279329608939,0.0,0.0111731843575419,0.6788582402234636,3,0.011173184,0.0,0.083798885,0.0,0.9050279,0.45228073,0.2857141,0.99441344,0.0,0.2567175,-0.8387828,0.97492945,-0.22252122,0.5,0.8660266,0.25139666,0.0,0.599999,0.0,0.0,1.0,0.0,0.0,0.80000144,0.0,1.0,0.0,0.0,9.0,6.2000046,3.7999933,4.2000074,6.2000046,0.0,0.0,0.599999,0.80000144,0.0,0.008938546,0.0,0.06703911,0.012849161,0.0,0.037581272,0.0030005588,0.004273743,0.0,0.061452515,0.029050276,0.0,0.031083805,0.044033524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BDV0168,0,2010-01-06,day,179,1.0
0.08379888268156424,0.0,0.9050279329608939,0.0,0.0111731843575419,0.6788582402234636,3,0.011173184,0.0,0.083798885,0.0,0.9050279,0.46601483,0.42857116,0.99441344,0.0,0.17861286,-0.8017323,0.4338837,-0.90097004,0.5,0.8660266,0.25139666,0.0,0.599999,0.0,0.0,1.0,0.0,0.0,0.80000144,0.0,1.0,0.0,0.0,9.0,6.2000046,3.7999933,4.2000074,6.2000046,0.0,0.0,0.599999,0.80000144,0.0,0.010893855,0.0,0.022346368,0.002793296,0.0,0.03704284,0.0028402233,0.003972067,0.005586592,0.005586592,0.020111734,0.0,0.032819558,0.04573184,0.011173184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BDV0168,0,2010-01-07,day,179,1.0
0.07865168539325842,0.0,0.9101123595505618,0.0,0.011235955056179775,0.6783707865168539,3,0.011235955,0.0,0.07865169,0.0,0.9101124,0.46488756,0.5714282,0.94382024,0.0,0.17623529,-0.76486886,-0.4338837,-0.90097004,0.5,0.8660265,0.26404494,0.0,0.599999,0.0,0.0,1.0,0.0,0.0,0.80000144,0.0,1.0,0.0,0.0,9.0,6.2000046,3.7999933,4.2000074,6.2000046,0.0,0.0,0.599999,0.80000144,0.0,0.008426966,0.0,0.039325844,0.007303371,0.0,0.03515404,0.002705056,0.003926967,0.0,0.028089888,0.024719102,0.0,0.031369664,0.043994375,0.0056179776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BDV0168,0,2010-01-08,day,178,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.548077,0.0,0.84615386,0.0,-0.17292224,-0.5242704,0.0,1.0,0.5,0.86602527,0.28846154,0.0,0.59999996,0.0,0.0,1.0,0.0,0.0,0.80000013,0.0,1.0,0.0,0.0,6.0,2.0,7.0,2.3999999,5.8,0.0,0.0,0.20000003,0.80000013,0.0,0.015384615,0.0076923077,0.0,0.0,0.0,0.03489767,0.0027384614,0.0036923077,0.0,0.0,0.015384615,0.0,0.028915385,0.039846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLH0596,0,2010-01-04,day,13,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.53846157,0.14285716,0.7692308,0.0,-0.1336461,-0.54817724,0.7818316,0.6234898,0.5,0.86602527,0.30769232,0.0,0.59999996,0.0,0.0,1.0,0.0,0.0,0.80000013,0.0,1.0,0.0,0.0,6.0,2.0,7.0,2.3999999,5.8,0.0,0.0,0.20000003,0.80000013,0.0,0.0076923077,0.0,0.0,0.0,0.0,0.034647472,0.0022846153,0.0032307692,0.0,0.0,0.015384615,0.0,0.027207691,0.03853846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLH0596,0,2010-01-05,day,13,1.0
0.07692307692307693,0.0,0.7692307692307693,0.0,0.15384615384615385,0.6670673076923077,3,0.15384616,0.0,0.07692308,0.0,0.7692308,0.46794876,0.28571433,0.9230769,0.0,0.19958092,-0.734719,0.9749279,-0.2225209,0.5,0.86602527,0.26923078,0.0,0.59999996,0.0,0.0,1.0,0.0,0.0,0.80000013,0.0,1.0,0.0,0.0,6.0,2.0,7.0,2.3999999,5.8,0.0,0.0,0.20000003,0.80000013,0.0,0.01923077,0.0076923077,0.0,0.0,0.0,0.034494065,0.0017461539,0.0027692306,0.0,0.0,0.015384615,0.0,0.027800001,0.03815385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLH0596,0,2010-01-06,day,13,1.0
